User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
2113,Zachary Smith,heathershields@example.org,heathershields,9-Sep-50,Female,Fletcherberg,2-Mar-24,2-Mar-25,Annual,Amex,Manual,Occasional,Books,Drama,Tablet,Low,4.2,8
2116,Gregory Perez,jerry34@example.net,jerry34,13-Dec-99,Male,Port Morganhaven,19-Mar-24,19-Mar-25,Monthly,Amex,Manual,Frequent,Books,Horror,Tablet,High,4,10
2117,Tim Brown,michelefoster@example.com,michelefoster,3-Nov-37,Female,Susanfurt,15-Feb-24,14-Feb-25,Monthly,Amex,Manual,Frequent,Books,Comedy,Tablet,Medium,3.8,4
2167,Kim James,frank53@example.org,frank53,23-Jan-40,Male,Shawnmouth,6-Jan-24,5-Jan-25,Monthly,Amex,Manual,Frequent,Books,Sci-Fi,Tablet,Low,4.9,6
2192,Shawn Carter,mccarthykathleen@example.com,mccarthykathleen,8-Jul-33,Male,Oliviachester,13-Mar-24,13-Mar-25,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,High,3.7,3
2228,Carrie Aguilar,cbrown@example.org,cbrown,11-Apr-02,Male,West Shanefort,22-Mar-24,22-Mar-25,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Tablet,High,3.4,1
2263,Hayley Dean,jeffreynichols@example.com,jeffreynichols,19-Apr-53,Female,Brooksborough,21-Jan-24,20-Jan-25,Monthly,Amex,Manual,Regular,Books,Horror,Tablet,High,3,8
2285,Jonathon Walker,russellthomas@example.org,russellthomas,15-Aug-67,Female,Waltersstad,16-Mar-24,16-Mar-25,Monthly,Amex,Auto-renew,Regular,Books,Comedy,Tablet,High,3.9,7
2301,Nathan Walker,hannahpeterson@example.org,hannahpeterson,6-Apr-70,Male,New Derrickland,6-Mar-24,6-Mar-25,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Tablet,High,3.6,9
2307,Tiffany Davis,kennethgarcia@example.com,kennethgarcia,12-Jul-89,Female,South Shaneside,9-Apr-24,9-Apr-25,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,5,1
2312,Mrs. Evelyn Schmitt,lkelly@example.com,lkelly,24-May-36,Male,North Angel,16-Mar-24,16-Mar-25,Annual,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Medium,3.9,8
2318,Philip Smith,jonathan37@example.org,jonathan37,1-Feb-40,Male,West Lisastad,2-Apr-24,2-Apr-25,Monthly,Amex,Auto-renew,Frequent,Books,Drama,Tablet,Medium,4.2,2
2328,Alison Dorsey,timothypearson@example.net,timothypearson,16-Jul-69,Female,Port Tony,13-Jan-24,12-Jan-25,Annual,Amex,Auto-renew,Regular,Books,Action,Tablet,Low,3.9,10
2364,Kendra Marsh,camachopatricia@example.com,camachopatricia,29-Aug-87,Male,Port Sherylstad,27-Jan-24,26-Jan-25,Annual,Amex,Manual,Frequent,Books,Comedy,Tablet,High,5,10
20,Joseph Owens,christopher25@example.org,christopher25,29-Sep-79,Female,Port Derekton,15-Mar-24,15-Mar-25,Annual,Mastercard,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4.6,2
90,Vanessa Lutz,harriscameron@example.org,harriscameron,13-Nov-51,Female,North Michelleburgh,11-Feb-24,10-Feb-25,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Medium,4.7,3
93,Laura Saunders,sara71@example.net,sara71,21-Feb-45,Male,Kevinchester,13-Feb-24,12-Feb-25,Annual,Mastercard,Manual,Occasional,Books,Drama,Tablet,Medium,3.9,3
130,Jordan Jackson,ubrown@example.org,ubrown,28-Sep-53,Female,Lake Amystad,5-Jan-24,4-Jan-25,Annual,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Tablet,Medium,4.4,3
139,Katherine Jackson,grahammelissa@example.org,grahammelissa,6-May-91,Female,East Mary,14-Apr-24,14-Apr-25,Annual,Mastercard,Manual,Occasional,Electronics,Documentary,Tablet,Medium,4.6,9
154,Sara Doyle,odoyle@example.net,odoyle,24-Jun-48,Male,Robertbury,9-Jan-24,8-Jan-25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,4.3,0
158,Dr. Desiree Mitchell,heidi61@example.net,heidi61,7-Oct-82,Male,Philipshire,26-Mar-24,26-Mar-25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,4.4,9
170,Natalie Bartlett,kendragriffin@example.org,kendragriffin,11-Dec-76,Male,Andrewview,3-Feb-24,2-Feb-25,Annual,Mastercard,Auto-renew,Frequent,Books,Action,Tablet,Medium,3.3,10
195,Elizabeth Sellers,johnsonjohn@example.org,johnsonjohn,25-Sep-46,Female,West Michaelside,20-Mar-24,20-Mar-25,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,7
203,Joan Phillips,garycoffey@example.org,garycoffey,6-May-90,Male,South Ericmouth,13-Jan-24,12-Jan-25,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.3,9
232,Glenn Webb,jonesisabella@example.com,jonesisabella,18-Jan-61,Female,South Stephen,4-Mar-24,4-Mar-25,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Tablet,Medium,3.2,6
239,Brian Howard,wernertony@example.org,wernertony,3-Dec-67,Male,Hallfort,3-Mar-24,3-Mar-25,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,3.5,7
268,Vickie Beck,rdavis@example.org,rdavis,15-Jul-68,Male,East Elizabeth,1-Feb-24,31-Jan-25,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,3.3,4
321,Christina Rogers,hallkendra@example.net,hallkendra,10-Jan-59,Female,West Justin,11-Mar-24,11-Mar-25,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Tablet,Medium,3.4,10
323,Mark Vasquez,thompsonevelyn@example.org,thompsonevelyn,22-Oct-05,Male,Martinezhaven,3-Mar-24,3-Mar-25,Annual,Mastercard,Manual,Frequent,Clothing,Comedy,Tablet,Medium,4.2,0
384,Nicholas Curry,jodiweiss@example.net,jodiweiss,9-Aug-56,Female,West Joelton,25-Mar-24,25-Mar-25,Annual,Mastercard,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,3.4,0
423,Kathy Patterson,evelynbullock@example.net,evelynbullock,17-Aug-86,Male,New Courtneyton,25-Mar-24,25-Mar-25,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,4.5,7
451,Jessica Fleming,jenniferrivera@example.org,jenniferrivera,19-Mar-34,Male,South Christopherburgh,12-Mar-24,12-Mar-25,Annual,Mastercard,Manual,Regular,Electronics,Drama,Tablet,Medium,4.7,2
468,Krista Franklin,ycruz@example.com,ycruz,21-Oct-89,Female,Adriennemouth,26-Jan-24,25-Jan-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.8,2
494,Seth Wagner,epalmer@example.com,epalmer,25-Sep-46,Female,West Lynn,3-Jan-24,2-Jan-25,Monthly,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Medium,3.2,0
495,Robert Jones,nicolegay@example.com,nicolegay,4-Jun-65,Male,New Robertview,18-Jan-24,17-Jan-25,Annual,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,Medium,3.1,2
514,Danielle Boyer,francisemily@example.com,francisemily,21-Jul-96,Male,North Michael,6-Mar-24,6-Mar-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Medium,3.1,7
520,Zachary Jackson,loribrennan@example.com,loribrennan,3-Nov-50,Male,Port Robertstad,26-Mar-24,26-Mar-25,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.8,9
538,Sheila Franco,savannah01@example.org,savannah01,14-Oct-60,Female,East Daniel,22-Mar-24,22-Mar-25,Monthly,Mastercard,Manual,Frequent,Electronics,Documentary,Tablet,Medium,3.4,10
545,Jason Mckinney,gonzalezmolly@example.net,gonzalezmolly,6-Aug-78,Male,Smithstad,1-Apr-24,1-Apr-25,Annual,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Medium,4,6
553,Ann Schultz,thomas13@example.com,thomas13,2-Mar-90,Male,Mullinsmouth,12-Jan-24,11-Jan-25,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Medium,4.9,8
561,Jennifer Olson,tcoffey@example.org,tcoffey,14-Feb-77,Male,Port Suzannechester,22-Feb-24,21-Feb-25,Monthly,Mastercard,Manual,Frequent,Electronics,Action,Tablet,Medium,3.6,8
654,Matthew Zavala,linryan@example.org,linryan,4-Mar-96,Male,Bradleyview,28-Mar-24,28-Mar-25,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Medium,4.5,8
719,Christopher Pitts,danny75@example.com,danny75,8-Jan-80,Female,New Phillip,11-Apr-24,11-Apr-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,3.9,2
732,Manuel Ortiz,rioskimberly@example.net,rioskimberly,30-Jun-44,Male,Port Kevin,22-Feb-24,21-Feb-25,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Medium,3.1,9
766,John Porter,mallorytrujillo@example.com,mallorytrujillo,11-Feb-85,Female,Anitahaven,16-Jan-24,15-Jan-25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,4.2,8
797,Mallory Castro,erica88@example.net,erica88,30-Dec-39,Female,South Harry,3-Mar-24,3-Mar-25,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,Medium,3.1,7
814,Amber Clark,clementsrichard@example.net,clementsrichard,17-Apr-94,Male,Perkinsside,12-Apr-24,12-Apr-25,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Tablet,Medium,5,6
818,Todd Anderson,jamie78@example.com,jamie78,28-Mar-97,Female,North Erika,17-Mar-24,17-Mar-25,Monthly,Mastercard,Manual,Frequent,Books,Sci-Fi,Tablet,Medium,4.9,3
838,Nicholas Giles,hopkinsjimmy@example.com,hopkinsjimmy,26-Mar-89,Male,Millermouth,14-Apr-24,14-Apr-25,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.5,5
856,Robert Bradley,mcruz@example.org,mcruz,29-Aug-79,Male,South Cody,12-Apr-24,12-Apr-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Tablet,Medium,3.3,8
920,Jason Martin,hstevens@example.net,hstevens,4-Oct-40,Male,West Hunterberg,27-Jan-24,26-Jan-25,Annual,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Tablet,Medium,4.9,2
955,Ashley Collier,lucas35@example.com,lucas35,4-Aug-86,Female,Andrewside,16-Jan-24,15-Jan-25,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,Medium,4.3,6
956,Alan Jackson,ewade@example.net,ewade,18-Apr-05,Female,North Tylershire,4-Mar-24,4-Mar-25,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Tablet,Medium,4.4,4
963,Darren Watson,benjamin46@example.org,benjamin46,7-Feb-04,Male,Port Ryanside,7-Jan-24,6-Jan-25,Annual,Mastercard,Auto-renew,Occasional,Clothing,Comedy,Tablet,Medium,4.8,6
975,Dale Gomez,erin46@example.com,erin46,27-Jun-40,Female,Ryanshire,11-Feb-24,10-Feb-25,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Tablet,Medium,3.1,8
1005,Laurie Price,stewartjulie@example.org,stewartjulie,4-Jun-56,Male,South Thomasborough,1-Mar-24,1-Mar-25,Monthly,Mastercard,Manual,Frequent,Books,Documentary,Tablet,Medium,3.1,7
1025,Susan Smith,rossdeborah@example.net,rossdeborah,7-Feb-84,Female,West Crystal,26-Mar-24,26-Mar-25,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Comedy,Tablet,Medium,4.8,4
1039,Crystal Ewing,stephenweiss@example.org,stephenweiss,24-Sep-02,Female,Shawnmouth,13-Mar-24,13-Mar-25,Monthly,Mastercard,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,4,8
1050,David James,scott74@example.com,scott74,3-Aug-38,Male,North Jamiestad,17-Mar-24,17-Mar-25,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Action,Tablet,Medium,3.5,3
1086,Ms. Patricia Williams,rosemelissa@example.com,rosemelissa,3-Oct-51,Female,Torresport,1-Feb-24,31-Jan-25,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Action,Tablet,Medium,5,10
1216,Christopher Christensen,lindseyharris@example.net,lindseyharris,13-Aug-99,Female,Catherineshire,13-Jan-24,12-Jan-25,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Tablet,Medium,3.9,1
1284,Krystal Walker,nicholas17@example.com,nicholas17,22-Jan-04,Male,New Jennifer,19-Feb-24,18-Feb-25,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,Medium,3.7,6
1444,Kimberly Hughes,patelshaun@example.net,patelshaun,18-May-96,Male,Port Nancymouth,20-Mar-24,20-Mar-25,Monthly,Mastercard,Auto-renew,Regular,Electronics,Action,Tablet,Medium,3.6,8
1449,Natalie Walter,brian80@example.com,brian80,21-Mar-57,Female,Martinezville,13-Mar-24,13-Mar-25,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,Medium,4.4,0
1466,James Johnston,phamevan@example.com,phamevan,8-Jun-87,Male,Lake Yvette,24-Mar-24,24-Mar-25,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Tablet,Medium,4.7,8
1488,Debra Logan,rachaeljones@example.net,rachaeljones,4-Jun-63,Male,North Stevenshire,2-Feb-24,1-Feb-25,Monthly,Mastercard,Auto-renew,Frequent,Books,Action,Tablet,Medium,4.8,9
1509,Melissa Cruz,ecunningham@example.org,ecunningham,3-Apr-35,Male,Lewisview,24-Jan-24,23-Jan-25,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.5,8
1529,Melanie Wagner,youngmarissa@example.com,youngmarissa,6-Apr-41,Female,Lake Amyberg,16-Mar-24,16-Mar-25,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.3,0
1553,Kimberly Perkins,lawsonjonathan@example.net,lawsonjonathan,15-Apr-41,Female,Cruzchester,11-Mar-24,11-Mar-25,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Medium,5,7
1579,Christine Miller,charlesmacias@example.net,charlesmacias,8-Apr-61,Female,East Jamesport,28-Mar-24,28-Mar-25,Annual,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,Medium,3.3,1
1617,Dawn King,russellpitts@example.net,russellpitts,11-Jul-40,Male,Brianside,29-Mar-24,29-Mar-25,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Tablet,Medium,4.2,4
1625,Kathy Carter,joe37@example.net,joe37,4-Mar-81,Female,Alexanderberg,22-Jan-24,21-Jan-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Romance,Tablet,Medium,4.7,10
1650,Frederick Torres,annlamb@example.net,annlamb,27-Jun-33,Female,Baileyburgh,24-Mar-24,24-Mar-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Medium,4.3,8
1692,Melissa George,xjames@example.net,xjames,9-Mar-49,Female,South Johaven,24-Feb-24,23-Feb-25,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Tablet,Medium,4.2,0
1725,Darryl Pierce,david32@example.com,david32,8-Jun-97,Male,Jeremyside,19-Jan-24,18-Jan-25,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,Medium,4.3,2
1772,Kimberly Reynolds,paul54@example.net,paul54,19-May-60,Female,West Jacquelineview,4-Feb-24,3-Feb-25,Annual,Mastercard,Auto-renew,Frequent,Clothing,Documentary,Tablet,Medium,4.3,0
1805,Randy Hill,tonya13@example.net,tonya13,2-Aug-72,Female,Gainesport,31-Jan-24,30-Jan-25,Monthly,Mastercard,Manual,Frequent,Books,Drama,Tablet,Medium,4.8,10
1848,Lauren Holmes,jeannemccormick@example.org,jeannemccormick,4-Dec-52,Male,Chadtown,7-Jan-24,6-Jan-25,Annual,Mastercard,Auto-renew,Frequent,Clothing,Action,Tablet,Medium,5,5
1876,Sandra Larson,susanrojas@example.net,susanrojas,12-Sep-98,Male,Johnbury,25-Feb-24,24-Feb-25,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,Medium,3.1,5
1914,Aaron Wilson,afisher@example.com,afisher,25-Sep-84,Male,Jamesborough,6-Jan-24,5-Jan-25,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,4.1,3
1943,Kristen Mendoza,deansteven@example.com,deansteven,10-Mar-87,Female,Port Tylerbury,15-Mar-24,15-Mar-25,Monthly,Mastercard,Manual,Regular,Books,Action,Tablet,Medium,3.4,6
1969,Melanie Ellis,uwashington@example.com,uwashington,27-Feb-95,Female,Port Robertside,4-Apr-24,4-Apr-25,Annual,Mastercard,Manual,Occasional,Clothing,Drama,Tablet,Medium,3.8,9
1977,Mary Patterson,xfleming@example.net,xfleming,29-Oct-86,Male,New Caitlynland,20-Mar-24,20-Mar-25,Annual,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,3.1,8
1990,Kevin Crawford,vlogan@example.net,vlogan,26-Sep-80,Female,Scotttown,11-Jan-24,10-Jan-25,Monthly,Mastercard,Manual,Regular,Books,Drama,Tablet,Medium,3.7,3
1998,Tracy Rhodes,qdominguez@example.com,qdominguez,17-Jan-06,Male,Colechester,17-Jan-24,16-Jan-25,Monthly,Mastercard,Manual,Occasional,Clothing,Sci-Fi,Tablet,Medium,3.2,4
2050,Sonia Taylor,khull@example.net,khull,7-Jun-33,Female,Lake Danielle,23-Mar-24,23-Mar-25,Annual,Mastercard,Manual,Frequent,Electronics,Action,Tablet,Medium,4.7,6
2052,Matthew Rodriguez,rarnold@example.com,rarnold,13-May-87,Female,Lake Justinchester,8-Feb-24,7-Feb-25,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Tablet,Medium,3.9,1
2061,John Aguilar,jacobjackson@example.net,jacobjackson,5-Feb-76,Female,Bernardshire,17-Mar-24,17-Mar-25,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Tablet,Medium,4.6,5
2067,Hailey Green,prowland@example.com,prowland,23-Jul-82,Male,Aprilshire,15-Feb-24,14-Feb-25,Monthly,Mastercard,Manual,Occasional,Books,Documentary,Tablet,Medium,3.9,10
2119,Jose Garcia,michael05@example.org,michael05,28-Nov-46,Male,West Garrettfort,28-Jan-24,27-Jan-25,Annual,Mastercard,Manual,Regular,Books,Romance,Tablet,Medium,4.6,1
2121,Eileen Thomas,phillipsaustin@example.net,phillipsaustin,1-Aug-62,Female,South Sheilafurt,30-Mar-24,30-Mar-25,Annual,Mastercard,Manual,Regular,Clothing,Romance,Tablet,Medium,4.3,2
2127,Luis Phillips,shawn20@example.net,shawn20,1-Mar-40,Female,Kennethton,27-Mar-24,27-Mar-25,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Medium,3.6,1
2151,Jamie Thomas,melissa14@example.org,melissa14,10-Mar-79,Female,East Jessica,3-Jan-24,2-Jan-25,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,3.5,0
2158,Jamie Gilmore,amber55@example.com,amber55,30-Jul-57,Male,South Kevin,2-Jan-24,1-Jan-25,Monthly,Mastercard,Manual,Regular,Books,Drama,Tablet,Medium,4.2,7
2184,Robert Davis,anthony28@example.net,anthony28,28-Jun-66,Male,North Kristinahaven,12-Mar-24,12-Mar-25,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,4.5,10
2198,Jennifer Hamilton,rebeccaochoa@example.com,rebeccaochoa,22-Jan-96,Male,North Richard,29-Mar-24,29-Mar-25,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.2,8
2203,Jessica King,downslawrence@example.com,downslawrence,12-Aug-92,Female,Hunterburgh,27-Mar-24,27-Mar-25,Monthly,Mastercard,Auto-renew,Regular,Books,Comedy,Tablet,Medium,3.9,6
2241,Michael Garza,omar29@example.net,omar29,7-Jan-91,Male,Morenoborough,22-Mar-24,22-Mar-25,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Tablet,Medium,4.3,3
2251,Heather Williams,ramirezanna@example.com,ramirezanna,20-Feb-79,Male,North Kara,12-Jan-24,11-Jan-25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Tablet,Medium,3.8,1
2260,Amber Harris,smithallison@example.org,smithallison,15-Mar-76,Male,Heathershire,17-Mar-24,17-Mar-25,Monthly,Mastercard,Manual,Regular,Books,Sci-Fi,Tablet,Medium,3.5,8
2302,Maria Andrews,reidrachel@example.org,reidrachel,30-Jun-47,Female,West Robertland,7-Apr-24,7-Apr-25,Annual,Mastercard,Manual,Frequent,Books,Horror,Tablet,Medium,4.9,1
2337,Cynthia Coleman,amy18@example.net,amy18,15-Nov-42,Male,Markville,7-Feb-24,6-Feb-25,Annual,Mastercard,Manual,Frequent,Electronics,Comedy,Tablet,Medium,3.6,9
2350,Yvonne Padilla,monica75@example.net,monica75,19-Feb-38,Male,North Bryanfurt,27-Mar-24,27-Mar-25,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Tablet,Medium,4.9,8
2354,James Pineda,taylor72@example.com,taylor72,1-May-37,Female,East Jennifershire,21-Feb-24,20-Feb-25,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Tablet,Medium,3.1,2
2388,Brenda Graves,catherineallen@example.org,catherineallen,30-Nov-77,Female,Jamesberg,31-Jan-24,30-Jan-25,Monthly,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,Medium,3.1,10
2412,Stephanie Young,jacksonamber@example.org,jacksonamber,26-Jun-91,Female,Lake Nancystad,7-Jan-24,6-Jan-25,Monthly,Mastercard,Auto-renew,Regular,Books,Horror,Tablet,Medium,3.3,5
2415,Joshua Willis,westjenny@example.com,westjenny,27-Jul-58,Female,Leeburgh,1-Mar-24,1-Mar-25,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Tablet,Medium,4.7,10
2444,Drew Robles,margaretnovak@example.org,margaretnovak,28-Feb-83,Male,South Elizabeth,15-Jan-24,14-Jan-25,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Medium,4.9,1
32,Rodney Jones,zfrost@example.net,zfrost,14-Oct-67,Female,Port Kimberly,3-Jan-24,2-Jan-25,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Tablet,Low,4.2,9
64,Kristen Rowe,bcollins@example.org,bcollins,10-Jun-74,Male,South Williammouth,9-Mar-24,9-Mar-25,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,Low,3.6,4
79,Evelyn Williams,john77@example.org,john77,3-Aug-42,Male,Port Nicholas,18-Mar-24,18-Mar-25,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Sci-Fi,Tablet,Low,4.1,10
107,Alan Oneal,mbarker@example.net,mbarker,23-Feb-49,Female,South Amy,14-Feb-24,13-Feb-25,Annual,Mastercard,Manual,Frequent,Clothing,Documentary,Tablet,Low,3.3,7
116,Alexis Vasquez,griffinbarbara@example.com,griffinbarbara,20-Jul-80,Female,Wellsstad,7-Apr-24,7-Apr-25,Monthly,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,Low,3.8,3
117,Rebecca Lucero,martindakota@example.com,martindakota,15-Feb-79,Female,Sullivantown,29-Mar-24,29-Mar-25,Annual,Mastercard,Auto-renew,Frequent,Clothing,Action,Tablet,Low,4.5,6
141,Rachel Little,smatthews@example.com,smatthews,29-Dec-03,Male,Carlbury,20-Jan-24,19-Jan-25,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,Low,4.9,0
190,Benjamin Stewart,dustinsmith@example.net,dustinsmith,1-Oct-76,Male,South Angelaland,6-Jan-24,5-Jan-25,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Low,3.3,10
194,Tracy Page,nicholsmia@example.com,nicholsmia,19-May-75,Female,Dianachester,25-Jan-24,24-Jan-25,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.1,5
208,Alejandro Bryant,gonzalezdavid@example.com,gonzalezdavid,5-Oct-60,Female,South Ryanville,24-Jan-24,23-Jan-25,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Low,4.2,5
249,Katherine Ford,annaknight@example.com,annaknight,16-Jun-94,Male,South Miranda,6-Jan-24,5-Jan-25,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Tablet,Low,3.4,0
278,Jose Baxter,dowen@example.net,dowen,10-May-87,Female,Lopezfort,26-Feb-24,25-Feb-25,Monthly,Mastercard,Manual,Frequent,Electronics,Horror,Tablet,Low,4.6,8
290,Mrs. Amanda Brown PhD,christopher90@example.org,christopher90,3-Jul-46,Male,Lake Isaactown,6-Mar-24,6-Mar-25,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Tablet,Low,4.9,6
300,Justin Sherman,frodriguez@example.net,frodriguez,31-Aug-00,Female,Daviston,5-Jan-24,4-Jan-25,Annual,Mastercard,Manual,Frequent,Electronics,Documentary,Tablet,Low,3.7,2
368,Corey Cannon,christopherwilkerson@example.net,christopherwilkerson,31-Mar-90,Male,East Crystal,12-Apr-24,12-Apr-25,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.5,2
371,Michele Dawson,stewartmadison@example.net,stewartmadison,19-Jun-62,Female,Lake Joseph,1-Mar-24,1-Mar-25,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Tablet,Low,4.2,10
382,Taylor Mcclure,yjones@example.net,yjones,10-Jul-42,Male,Elizabethstad,2-Feb-24,1-Feb-25,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Low,4.1,8
409,Joseph Young,moyerkatherine@example.org,moyerkatherine,26-Oct-58,Female,New Pamela,8-Mar-24,8-Mar-25,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,4.1,9
427,James Benson,gmay@example.org,gmay,11-May-42,Female,Steinfort,29-Mar-24,29-Mar-25,Annual,Mastercard,Manual,Regular,Books,Drama,Tablet,Low,3.8,5
438,Sherry Benson,aaron70@example.net,aaron70,4-Nov-86,Male,North Mariotown,18-Jan-24,17-Jan-25,Annual,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,Low,4.7,3
453,David Simpson,alexandrashelton@example.org,alexandrashelton,29-Dec-82,Male,Jamesview,21-Jan-24,20-Jan-25,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,Low,5,1
465,Amanda Dunn,onealryan@example.com,onealryan,28-Aug-80,Female,Craigberg,4-Feb-24,3-Feb-25,Annual,Mastercard,Auto-renew,Occasional,Clothing,Action,Tablet,Low,4.3,9
509,Natasha Jensen,stephensonalexander@example.org,stephensonalexander,5-Apr-82,Female,North Amy,23-Feb-24,22-Feb-25,Monthly,Mastercard,Manual,Frequent,Clothing,Horror,Tablet,Low,4.4,1
522,Brittany Nguyen,haleysharon@example.org,haleysharon,15-Jul-02,Female,Martinezview,12-Jan-24,11-Jan-25,Annual,Mastercard,Manual,Occasional,Books,Drama,Tablet,Low,3.2,0
525,Jasmin Grant,kevin60@example.net,kevin60,26-Jul-81,Female,Lake Lisabury,15-Feb-24,14-Feb-25,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Horror,Tablet,Low,4.1,10
